mode,text,pref_path,rej_path,rp,rr,correct
T2A,Fast-paced instrumental heavy metal cover of a popular melody with intense and aggressive electric guitar riffs.,data/evaluation/rm/musicprefs/wav/295_1.wav,data/evaluation/rm/musicprefs/wav/295_0.wav,-13.321586608886719,-12.452075958251953,0
T2A,"An upbeat instrumental with groovy bass, keyboard harmony, percussion hits, and steady drumming rhythm that's perfect for dancing.",data/evaluation/rm/musicprefs/wav/296_1.wav,data/evaluation/rm/musicprefs/wav/296_0.wav,-15.757952690124512,-15.217733383178711,0
T2A,"Up-tempo and mellow drum and bass techno song with clapping hands, rim shots, and high tube bass synth.",data/evaluation/rm/musicprefs/wav/297_0.wav,data/evaluation/rm/musicprefs/wav/297_1.wav,-17.068235397338867,-17.372657775878906,1
T2A,"Folk tune with accordion, bass, guitar, and violin playing an ascending melody in waltz time.",data/evaluation/rm/musicprefs/wav/298_0.wav,data/evaluation/rm/musicprefs/wav/298_1.wav,-13.378948211669922,-13.566476821899414,1
T2A,Electronic drum sounds played freely with low fidelity and instrumental quality.,data/evaluation/rm/musicprefs/wav/299_1.wav,data/evaluation/rm/musicprefs/wav/299_0.wav,-16.165542602539062,-17.696578979492188,1
T2A,"An instrumental with a medium tempo featuring a beginner playing the banjo, but with poor audio quality.",data/evaluation/rm/musicprefs/wav/300_1.wav,data/evaluation/rm/musicprefs/wav/300_0.wav,-10.460229873657227,-12.57056999206543,1
T2A,"Disco instrumental with punchy kick, reverberant snare, shimmering hi hats, high pitched synth lead, groovy bass and repetitive percussion.",data/evaluation/rm/musicprefs/wav/301_0.wav,data/evaluation/rm/musicprefs/wav/301_1.wav,-15.877856254577637,-16.10919952392578,1
T2A,"Live performance of a jazzy swing groove with acoustic drums and multiple steel drums playing bass, chords, and melody.",data/evaluation/rm/musicprefs/wav/304_0.wav,data/evaluation/rm/musicprefs/wav/304_1.wav,-12.062997817993164,-16.437896728515625,1
T2A,"A spirited western classical instrumental featuring a virtuoso cello solo, string section harmony, flutes, and timpani.",data/evaluation/rm/musicprefs/wav/305_1.wav,data/evaluation/rm/musicprefs/wav/305_0.wav,-18.65220069885254,-15.812376976013184,0
T2A,"Folk melody played by violins and flutes with hand claps, suitable for a happy medieval movie scene.",data/evaluation/rm/musicprefs/wav/306_1.wav,data/evaluation/rm/musicprefs/wav/306_0.wav,-12.98655891418457,-15.021228790283203,1
T2A,A soothing lullaby with gentle bell sounds that create a calming and tender atmosphere.,data/evaluation/rm/musicprefs/wav/307_1.wav,data/evaluation/rm/musicprefs/wav/307_0.wav,-14.793587684631348,-14.050132751464844,0
T2A,"Sophisticated jazz piece with saxophone solo, tuba bass line, electric guitar chords, and acoustic drums playing rhythm.",data/evaluation/rm/musicprefs/wav/309_0.wav,data/evaluation/rm/musicprefs/wav/309_1.wav,-15.365053176879883,-13.720497131347656,0
T2A,"Live bar music with acoustic drums, bassline, harmonica, and e-guitar playing a mid-range melody.",data/evaluation/rm/musicprefs/wav/310_0.wav,data/evaluation/rm/musicprefs/wav/310_1.wav,-13.507708549499512,-14.755654335021973,1
T2A,"A slow and soothing instrumental with a melancholic violin harmony, banjo and resonator accompaniment, chimes, and a sharp tinkle, using country-style instrumentation.",data/evaluation/rm/musicprefs/wav/313_1.wav,data/evaluation/rm/musicprefs/wav/313_0.wav,-14.716771125793457,-16.230449676513672,1
T2A,"Live instrumental cover of a rock song featuring cello, clarinet, bass clarinet, and trombone in medium tempo.",data/evaluation/rm/musicprefs/wav/314_0.wav,data/evaluation/rm/musicprefs/wav/314_1.wav,-13.800607681274414,-15.78836441040039,1
T2A,Instrumental with medium tempo and improvised percussion playing steady rhythm and rattling sounds.,data/evaluation/rm/musicprefs/wav/315_0.wav,data/evaluation/rm/musicprefs/wav/315_1.wav,-17.100263595581055,-14.932519912719727,0
T2A,"Live recording of a mellow hip hop song with a relaxed drum beat and bassline, featuring live DJ scratching.",data/evaluation/rm/musicprefs/wav/317_0.wav,data/evaluation/rm/musicprefs/wav/317_1.wav,-14.708548545837402,-16.566940307617188,1
T2A,Instrumental with medium tempo and improvised percussion playing steady rhythm and rattling sounds.,data/evaluation/rm/musicprefs/wav/319_1.wav,data/evaluation/rm/musicprefs/wav/319_0.wav,-14.766369819641113,-15.002477645874023,1
T2A,"A short string melody accompanied by background noises of wind, goat and low horns, suitable for a war/adventure video-game.",data/evaluation/rm/musicprefs/wav/321_1.wav,data/evaluation/rm/musicprefs/wav/321_0.wav,-13.646397590637207,-13.665276527404785,1
T2A,"Upbeat funk song with two guitars, fast percussion, and a continuous bass pattern, recorded live with crowd noise.",data/evaluation/rm/musicprefs/wav/322_1.wav,data/evaluation/rm/musicprefs/wav/322_0.wav,-13.340566635131836,-13.377420425415039,1
T2A,"Passionate electric guitar solo over groovy bass, tambourine, and percussion creates a funky sound.",data/evaluation/rm/musicprefs/wav/323_0.wav,data/evaluation/rm/musicprefs/wav/323_1.wav,-16.1634521484375,-17.255029678344727,1
T2A,"Groovy instrumental jam piece played on an acoustic guitar with percussive slap technique, suitable for an advertisement jingle.",data/evaluation/rm/musicprefs/wav/324_1.wav,data/evaluation/rm/musicprefs/wav/324_0.wav,-12.63361930847168,-15.147878646850586,1
T2A,"Electronic instrumental with a medium tempo, claviharp melody, keyboard accompaniment, and digital sounds creating a sinister and suspenseful atmosphere.",data/evaluation/rm/musicprefs/wav/326_0.wav,data/evaluation/rm/musicprefs/wav/326_1.wav,-16.431846618652344,-15.990758895874023,0
T2A,Passionate vintage Middle Eastern song with a simple instrumental featuring violins and drums.,data/evaluation/rm/musicprefs/wav/328_1.wav,data/evaluation/rm/musicprefs/wav/328_0.wav,-14.667841911315918,-15.699581146240234,1
T2A,"Fast-paced Hindustani classical instrumental with tabla, sitar, temple bells, acoustic guitar, Manjira taal, and harmonium accompaniment.",data/evaluation/rm/musicprefs/wav/329_0.wav,data/evaluation/rm/musicprefs/wav/329_1.wav,-14.336769104003906,-13.079072952270508,0
T2A,"Melancholic indietronica piece with electric guitars and fast acoustic drum beat, suitable for a city-based drama movie soundtrack.",data/evaluation/rm/musicprefs/wav/331_1.wav,data/evaluation/rm/musicprefs/wav/331_0.wav,-18.122196197509766,-17.532520294189453,0
T2A,Electric guitar solo over a loud rock instrumental with a noisy recording.,data/evaluation/rm/musicprefs/wav/335_0.wav,data/evaluation/rm/musicprefs/wav/335_1.wav,-14.894560813903809,-16.35417938232422,1
T2A,"Upbeat funk song with two guitars, fast percussion, and a continuous bass pattern, recorded live with crowd noise.",data/evaluation/rm/musicprefs/wav/336_0.wav,data/evaluation/rm/musicprefs/wav/336_1.wav,-14.372658729553223,-15.724092483520508,1
T2A,"Fast-paced electronic instrumental with digital drums, synthesizer arrangements, and DJ mixer effects, played live outdoors with enthusiastic audience participation.",data/evaluation/rm/musicprefs/wav/337_1.wav,data/evaluation/rm/musicprefs/wav/337_0.wav,-16.452316284179688,-14.710260391235352,0
T2A,"Live rock performance with electric guitar, bass guitar, and drums, but with poor audio quality.",data/evaluation/rm/musicprefs/wav/338_0.wav,data/evaluation/rm/musicprefs/wav/338_1.wav,-13.34985065460205,-14.197295188903809,1
T2A,Live instrumental with medium tempo and a captivating drum solo by a maestro percussionist.,data/evaluation/rm/musicprefs/wav/340_0.wav,data/evaluation/rm/musicprefs/wav/340_1.wav,-16.361656188964844,-17.049293518066406,1
T2A,"Loud and grating drumline music with screechy bagpipe, active bass drum, and marching snare drum.",data/evaluation/rm/musicprefs/wav/341_0.wav,data/evaluation/rm/musicprefs/wav/341_1.wav,-13.8073148727417,-14.660490036010742,1
T2A,"Melancholic indietronica piece with electric guitars and fast acoustic drum beat, suitable for a city-based drama movie soundtrack.",data/evaluation/rm/musicprefs/wav/342_1.wav,data/evaluation/rm/musicprefs/wav/342_0.wav,-14.435904502868652,-15.987544059753418,1
T2A,Repetitive instrumental with medium tempo and acoustic guitar playing a monotone.,data/evaluation/rm/musicprefs/wav/343_1.wav,data/evaluation/rm/musicprefs/wav/343_0.wav,-14.09536361694336,-12.377323150634766,0
T2A,Instrumental with medium tempo and improvised percussion playing steady rhythm and rattling sounds.,data/evaluation/rm/musicprefs/wav/344_1.wav,data/evaluation/rm/musicprefs/wav/344_0.wav,-14.766369819641113,-14.932519912719727,1
T2A,"A spirited western classical instrumental featuring a virtuoso cello solo, string section harmony, flutes, and timpani.",data/evaluation/rm/musicprefs/wav/345_0.wav,data/evaluation/rm/musicprefs/wav/345_1.wav,-15.222343444824219,-13.428050994873047,0
T2A,"Energetic instrumental with medium tempo, slick drumming, strong bass line, and blues guitar solo.",data/evaluation/rm/musicprefs/wav/348_1.wav,data/evaluation/rm/musicprefs/wav/348_0.wav,-14.778079986572266,-16.362716674804688,1
T2A,"Electronic beat with digital drums playing a four on the floor groove and a synthesizer pad playing a long, evolving note in the higher register.",data/evaluation/rm/musicprefs/wav/350_0.wav,data/evaluation/rm/musicprefs/wav/350_1.wav,-17.03137969970703,-16.108020782470703,0
T2A,"Emotional orchestral piece with strings and electric guitar, creating a cinematic and sombre atmosphere.",data/evaluation/rm/musicprefs/wav/352_1.wav,data/evaluation/rm/musicprefs/wav/352_0.wav,-16.191997528076172,-13.738954544067383,0
T2A,"Upbeat instrumental with accordion, guitar, violin, and keyboard creating a cheerful and warm atmosphere, reminiscent of a movie soundtrack.",data/evaluation/rm/musicprefs/wav/353_0.wav,data/evaluation/rm/musicprefs/wav/353_1.wav,-13.198137283325195,-12.78594970703125,0
T2A,"Fast-paced electronic instrumental with digital drums, synthesizer arrangements, and DJ mixer effects, played live outdoors with enthusiastic audience participation.",data/evaluation/rm/musicprefs/wav/354_1.wav,data/evaluation/rm/musicprefs/wav/354_0.wav,-16.572525024414062,-13.228090286254883,0
T2A,Live acoustic performance of an Irish folk music piece played on two guitars and a violin with sounds of a pub in the background.,data/evaluation/rm/musicprefs/wav/355_1.wav,data/evaluation/rm/musicprefs/wav/355_0.wav,-16.01256561279297,-13.354385375976562,0
T2A,"Intense rock song with overdriven electric guitars, powerful drums, and a breakdown section.",data/evaluation/rm/musicprefs/wav/356_1.wav,data/evaluation/rm/musicprefs/wav/356_0.wav,-11.83254623413086,-12.984079360961914,1
T2A,"A conga percussion rhythm played in 6/8 time, recorded in mono with background noise.",data/evaluation/rm/musicprefs/wav/357_0.wav,data/evaluation/rm/musicprefs/wav/357_1.wav,-16.26998519897461,-16.328693389892578,1
T2A,A loud and distorted shofar tone recorded in mono.,data/evaluation/rm/musicprefs/wav/359_0.wav,data/evaluation/rm/musicprefs/wav/359_1.wav,-15.564138412475586,-16.795005798339844,1
T2A,Passionate vintage Middle Eastern song with a simple instrumental featuring violins and drums.,data/evaluation/rm/musicprefs/wav/360_1.wav,data/evaluation/rm/musicprefs/wav/360_0.wav,-13.459073066711426,-14.511910438537598,1
T2A,"Drum cover of a pop song with energetic tom rolls, shimmering cymbals, and punchy kick and snare hits.",data/evaluation/rm/musicprefs/wav/361_0.wav,data/evaluation/rm/musicprefs/wav/361_1.wav,-16.986026763916016,-13.521854400634766,0
T2A,"Orchestral music with bird and pig sounds, suitable for a dramatic movie scene.",data/evaluation/rm/musicprefs/wav/364_0.wav,data/evaluation/rm/musicprefs/wav/364_1.wav,-13.957277297973633,-14.57444953918457,1
T2A,"Electronic soundscape created by a theremin with no melody or vocals, suitable for sci-fi movie soundtracks.",data/evaluation/rm/musicprefs/wav/365_1.wav,data/evaluation/rm/musicprefs/wav/365_0.wav,-15.984781265258789,-16.2596492767334,1
T2A,A blend of sitar and acoustic guitar with a buzzing background instrument creates a calming Eastern sound.,data/evaluation/rm/musicprefs/wav/366_0.wav,data/evaluation/rm/musicprefs/wav/366_1.wav,-16.754379272460938,-16.174407958984375,0
T2A,"Classical Carnatic instrumental with medium tempo, tabla percussion, and stringed instruments playing harmony.",data/evaluation/rm/musicprefs/wav/371_1.wav,data/evaluation/rm/musicprefs/wav/371_0.wav,-12.870986938476562,-13.538213729858398,1
T2A,"Upbeat indie rock instrumental with piano melody, simple percussion, distortion guitar, and bass.",data/evaluation/rm/musicprefs/wav/372_1.wav,data/evaluation/rm/musicprefs/wav/372_0.wav,-13.62660026550293,-14.037847518920898,1
T2A,"A lively folk tune with violins leading the melody, celli playing chords, brass section playing a countermelody, and shakers providing rhythm.",data/evaluation/rm/musicprefs/wav/375_1.wav,data/evaluation/rm/musicprefs/wav/375_0.wav,-13.938072204589844,-13.977592468261719,1
T2A,"A passionate acoustic guitar melody with chill electric guitar licks and buzzy bass guitar, accompanied by wooden percussive playback and a noisy recording.",data/evaluation/rm/musicprefs/wav/379_1.wav,data/evaluation/rm/musicprefs/wav/379_0.wav,-16.312393188476562,-17.709636688232422,1
T2A,"Techno track with digital drums, synth lead, and reversed digital sounds creating a high pitch note.",data/evaluation/rm/musicprefs/wav/380_0.wav,data/evaluation/rm/musicprefs/wav/380_1.wav,-14.872968673706055,-14.919265747070312,1
T2A,"Electronic instrumental with a medium tempo, claviharp melody, keyboard accompaniment, and digital sounds creating a sinister and suspenseful atmosphere.",data/evaluation/rm/musicprefs/wav/381_1.wav,data/evaluation/rm/musicprefs/wav/381_0.wav,-15.990758895874023,-17.710580825805664,1
T2A,Melancholic instrumental theme from a movie soundtrack with a mellow synth tune.,data/evaluation/rm/musicprefs/wav/382_1.wav,data/evaluation/rm/musicprefs/wav/382_0.wav,-15.269676208496094,-15.518406867980957,1
T2A,Playful melody played on glockenspiel with electronic accompaniment featuring bass notes and chords.,data/evaluation/rm/musicprefs/wav/383_1.wav,data/evaluation/rm/musicprefs/wav/383_0.wav,-13.382328987121582,-13.461992263793945,1
T2A,"An instrumental Synth Rock/Progressive Rock piece with atmospheric synthesizers, subtle bass lines, and digital sounds that create a psychedelic and meditative vibe.",data/evaluation/rm/musicprefs/wav/384_1.wav,data/evaluation/rm/musicprefs/wav/384_0.wav,-15.576138496398926,-14.91272258758545,0
T2A,"Slow rock instrumental with arpeggiated guitar chords, descending bass run, and varied cymbal percussion.",data/evaluation/rm/musicprefs/wav/385_1.wav,data/evaluation/rm/musicprefs/wav/385_0.wav,-14.384541511535645,-14.389945030212402,1
T2A,Slow electric guitar instrumental with a solo riff and background noise.,data/evaluation/rm/musicprefs/wav/386_1.wav,data/evaluation/rm/musicprefs/wav/386_0.wav,-13.119598388671875,-13.6533842086792,1
T2A,A blend of sitar and acoustic guitar with a buzzing background instrument creates a calming Eastern sound.,data/evaluation/rm/musicprefs/wav/387_0.wav,data/evaluation/rm/musicprefs/wav/387_1.wav,-14.8712797164917,-15.200264930725098,1
T2A,"A piano arpeggio melody with reverb and environmental sounds, suitable for amateur video intros or outros.",data/evaluation/rm/musicprefs/wav/388_1.wav,data/evaluation/rm/musicprefs/wav/388_0.wav,-13.298501968383789,-13.045825958251953,0
T2A,Bass guitar instrumental with a groovy high-pitched lick followed by a rock and roll pattern played in different sequences.,data/evaluation/rm/musicprefs/wav/389_1.wav,data/evaluation/rm/musicprefs/wav/389_0.wav,-13.374345779418945,-15.617969512939453,1
T2A,"Classical music piece played with virtual wind orchestra consisting of oboe, clarinet, basset horn, bassoon and contrabass in major key.",data/evaluation/rm/musicprefs/wav/390_1.wav,data/evaluation/rm/musicprefs/wav/390_0.wav,-13.703036308288574,-15.3537015914917,1
T2A,Live performance of a slow melody on distorted electric guitar with acoustic drums and bassline.,data/evaluation/rm/musicprefs/wav/391_0.wav,data/evaluation/rm/musicprefs/wav/391_1.wav,-16.804201126098633,-15.612202644348145,0
T2A,"Cinematic composition with percussion taking the lead, accompanied by a short melody played by strings, flutes, and oboes.",data/evaluation/rm/musicprefs/wav/392_1.wav,data/evaluation/rm/musicprefs/wav/392_0.wav,-15.194528579711914,-14.819381713867188,0
T2A,Passionate and emotional harpsichord cover of a classical song.,data/evaluation/rm/musicprefs/wav/393_1.wav,data/evaluation/rm/musicprefs/wav/393_0.wav,-14.149276733398438,-17.456531524658203,1
T2A,Recording of an electric guitar playing a chord and blues licks with a clean and compressed tone.,data/evaluation/rm/musicprefs/wav/394_1.wav,data/evaluation/rm/musicprefs/wav/394_0.wav,-13.689813613891602,-16.015857696533203,1
T2A,"Live performance of a passionate and easygoing folk song with accordion, acoustic guitar, bass, drums, saxophone and trumpet.",data/evaluation/rm/musicprefs/wav/396_1.wav,data/evaluation/rm/musicprefs/wav/396_0.wav,-11.170629501342773,-17.25585174560547,1
T2A,"Classical harpsichord piece with suspenseful and haunting tones, accompanied by low sustained cellos.",data/evaluation/rm/musicprefs/wav/399_0.wav,data/evaluation/rm/musicprefs/wav/399_1.wav,-14.387325286865234,-15.509872436523438,1
T2A,"A cheerful and playful melody played on a banjo with arpeggios and strumming, recorded in low quality.",data/evaluation/rm/musicprefs/wav/402_0.wav,data/evaluation/rm/musicprefs/wav/402_1.wav,-13.17863941192627,-12.339071273803711,0
T2A,Recording of an electric guitar playing a chord and blues licks with a clean and compressed tone.,data/evaluation/rm/musicprefs/wav/403_1.wav,data/evaluation/rm/musicprefs/wav/403_0.wav,-15.748427391052246,-16.349510192871094,1
T2A,"An instrumental piece with gamelan lead and hand percussion, featuring medium tempo, melodic sounds, and harmony from metal bowls or plates.",data/evaluation/rm/musicprefs/wav/404_0.wav,data/evaluation/rm/musicprefs/wav/404_1.wav,-14.558403015136719,-15.641332626342773,1
T2A,Live instrumental with medium tempo and a captivating drum solo by a maestro percussionist.,data/evaluation/rm/musicprefs/wav/405_0.wav,data/evaluation/rm/musicprefs/wav/405_1.wav,-16.8897762298584,-16.361656188964844,0
T2A,"Fast-paced Hindustani classical instrumental with tabla, sitar, temple bells, acoustic guitar, Manjira taal, and harmonium accompaniment.",data/evaluation/rm/musicprefs/wav/406_1.wav,data/evaluation/rm/musicprefs/wav/406_0.wav,-16.018604278564453,-17.84930419921875,1
T2A,"Tense string section with dissonant chords and atmospheric sounds, suitable for a suspenseful movie scene.",data/evaluation/rm/musicprefs/wav/407_1.wav,data/evaluation/rm/musicprefs/wav/407_0.wav,-15.825397491455078,-15.642162322998047,0
T2A,A serious and complex timpani solo with rolls and rhythms played on two drums.,data/evaluation/rm/musicprefs/wav/408_0.wav,data/evaluation/rm/musicprefs/wav/408_1.wav,-16.136167526245117,-16.575000762939453,1
T2A,"Drum solo with snare roll and syncopated cowbell, recorded with unbalanced stereo image.",data/evaluation/rm/musicprefs/wav/409_0.wav,data/evaluation/rm/musicprefs/wav/409_1.wav,-15.51065731048584,-15.056436538696289,0
T2A,"Middle Eastern song with intricate accordion melody and traditional percussion, suitable for belly dancing.",data/evaluation/rm/musicprefs/wav/410_0.wav,data/evaluation/rm/musicprefs/wav/410_1.wav,-14.519813537597656,-14.626428604125977,1
T2A,"Tense string section with dissonant chords and atmospheric sounds, suitable for a suspenseful movie scene.",data/evaluation/rm/musicprefs/wav/411_0.wav,data/evaluation/rm/musicprefs/wav/411_1.wav,-15.825397491455078,-16.93927764892578,1
T2A,Bluesy instrumental guitar track with clean and overdrive sounds and no other instruments or vocals.,data/evaluation/rm/musicprefs/wav/412_0.wav,data/evaluation/rm/musicprefs/wav/412_1.wav,-15.860505104064941,-14.267399787902832,0
T2A,"A short string melody accompanied by background noises of wind, goat and low horns, suitable for a war/adventure video-game.",data/evaluation/rm/musicprefs/wav/413_0.wav,data/evaluation/rm/musicprefs/wav/413_1.wav,-15.828110694885254,-14.864048957824707,0
T2A,"Acoustic guitar and harmonica create a folksy atmosphere, reminiscent of a campfire gathering.",data/evaluation/rm/musicprefs/wav/414_1.wav,data/evaluation/rm/musicprefs/wav/414_0.wav,-14.390212059020996,-13.901435852050781,0
T2A,"Live electric guitar performance with arpeggiated chords and warm tone, creating a peaceful atmosphere for a relaxing walk.",data/evaluation/rm/musicprefs/wav/415_1.wav,data/evaluation/rm/musicprefs/wav/415_0.wav,-15.456684112548828,-18.22049331665039,1
T2A,Playful melody played on glockenspiel with electronic accompaniment featuring bass notes and chords.,data/evaluation/rm/musicprefs/wav/416_0.wav,data/evaluation/rm/musicprefs/wav/416_1.wav,-13.506400108337402,-17.711910247802734,1
T2A,"Classical music piece with a gentle piano tune and a theremin playing the main melody, creating a unique and heart-touching atmosphere suitable for an animation movie/TV series.",data/evaluation/rm/musicprefs/wav/417_0.wav,data/evaluation/rm/musicprefs/wav/417_1.wav,-12.526583671569824,-13.631570816040039,1
T2A,"Loud and grating drumline music with screechy bagpipe, active bass drum, and marching snare drum.",data/evaluation/rm/musicprefs/wav/418_1.wav,data/evaluation/rm/musicprefs/wav/418_0.wav,-15.388437271118164,-14.76237678527832,0
T2A,"A lively and elegant classical music piece in the style of Italian folk music, played by a chamber orchestra with a cello as the lead, suitable for a movie scene involving pursuit, face-off or duel.",data/evaluation/rm/musicprefs/wav/419_1.wav,data/evaluation/rm/musicprefs/wav/419_0.wav,-14.707846641540527,-13.073074340820312,0
T2A,"Jazzy instrumental with lively trumpets, groovy bass lines, infectious drumming, and ambient sound effects.",data/evaluation/rm/musicprefs/wav/420_1.wav,data/evaluation/rm/musicprefs/wav/420_0.wav,-14.046874046325684,-14.963644027709961,1
T2A,A suspenseful and intense electric guitar melody with groovy bass guitar and synth bells melody played over shimmering cymbals in a noisy and mono recording.,data/evaluation/rm/musicprefs/wav/421_1.wav,data/evaluation/rm/musicprefs/wav/421_0.wav,-16.113388061523438,-14.422189712524414,0
T2A,Bass guitar instrumental with a groovy high-pitched lick followed by a rock and roll pattern played in different sequences.,data/evaluation/rm/musicprefs/wav/422_1.wav,data/evaluation/rm/musicprefs/wav/422_0.wav,-14.750781059265137,-15.617969512939453,1
T2A,Live acoustic performance of an Irish folk music piece played on two guitars and a violin with sounds of a pub in the background.,data/evaluation/rm/musicprefs/wav/423_1.wav,data/evaluation/rm/musicprefs/wav/423_0.wav,-15.534371376037598,-13.932855606079102,0
T2A,"An orchestral piece with an idyllic feel, featuring an organ lead, flutes, and rhythm section, used as background music for an animated TV show.",data/evaluation/rm/musicprefs/wav/425_0.wav,data/evaluation/rm/musicprefs/wav/425_1.wav,-13.035561561584473,-13.849547386169434,1
T2A,"A slow and soothing instrumental with a melancholic violin harmony, banjo and resonator accompaniment, chimes, and a sharp tinkle, using country-style instrumentation.",data/evaluation/rm/musicprefs/wav/426_1.wav,data/evaluation/rm/musicprefs/wav/426_0.wav,-16.230449676513672,-17.171295166015625,1
T2A,"An alternative/indie song with groovy bass, punchy drums, piano chords, and synth melodies that create an addictive and retro sound.",data/evaluation/rm/musicprefs/wav/427_1.wav,data/evaluation/rm/musicprefs/wav/427_0.wav,-12.989194869995117,-15.695037841796875,1
T2A,"Up-tempo and mellow drum and bass techno song with clapping hands, rim shots, and high tube bass synth.",data/evaluation/rm/musicprefs/wav/429_0.wav,data/evaluation/rm/musicprefs/wav/429_1.wav,-15.895923614501953,-17.372657775878906,1
T2A,"Live performance of a passionate and easygoing folk song with accordion, acoustic guitar, bass, drums, saxophone and trumpet.",data/evaluation/rm/musicprefs/wav/430_0.wav,data/evaluation/rm/musicprefs/wav/430_1.wav,-16.578929901123047,-12.333391189575195,0
T2A,"Aggressive hard rock instrumental with distorted guitar riffs, rock percussion, and bass guitar root notes.",data/evaluation/rm/musicprefs/wav/432_1.wav,data/evaluation/rm/musicprefs/wav/432_0.wav,-17.30565643310547,-14.915541648864746,0
T2A,"Electro song with stuttering synth melody, buzzy synth bass, and distorted electric guitar melody that creates a suspenseful and energetic atmosphere.",data/evaluation/rm/musicprefs/wav/433_1.wav,data/evaluation/rm/musicprefs/wav/433_0.wav,-13.925439834594727,-13.906368255615234,0
T2A,"An upbeat instrumental with groovy bass, keyboard harmony, percussion hits, and steady drumming rhythm that's perfect for dancing.",data/evaluation/rm/musicprefs/wav/434_1.wav,data/evaluation/rm/musicprefs/wav/434_0.wav,-14.243034362792969,-15.793707847595215,1
T2A,"Intense rock song with overdriven electric guitars, powerful drums, and a breakdown section.",data/evaluation/rm/musicprefs/wav/435_0.wav,data/evaluation/rm/musicprefs/wav/435_1.wav,-11.531981468200684,-11.83254623413086,1
T2A,"An upbeat instrumental with groovy bass, keyboard harmony, percussion hits, and steady drumming rhythm that's perfect for dancing.",data/evaluation/rm/musicprefs/wav/436_1.wav,data/evaluation/rm/musicprefs/wav/436_0.wav,-15.217733383178711,-15.599597930908203,1
T2A,"Electronic soundscape created by a theremin with no melody or vocals, suitable for sci-fi movie soundtracks.",data/evaluation/rm/musicprefs/wav/437_0.wav,data/evaluation/rm/musicprefs/wav/437_1.wav,-15.628717422485352,-17.03628921508789,1
T2A,"Orchestral music with bird and pig sounds, suitable for a dramatic movie scene.",data/evaluation/rm/musicprefs/wav/438_0.wav,data/evaluation/rm/musicprefs/wav/438_1.wav,-15.21364688873291,-13.22587776184082,0
T2A,"An instrumental Synth Rock/Progressive Rock piece with atmospheric synthesizers, subtle bass lines, and digital sounds that create a psychedelic and meditative vibe.",data/evaluation/rm/musicprefs/wav/439_1.wav,data/evaluation/rm/musicprefs/wav/439_0.wav,-14.063342094421387,-13.654552459716797,0
T2A,"Folk tune with accordion, bass, guitar, and violin playing an ascending melody in waltz time.",data/evaluation/rm/musicprefs/wav/440_1.wav,data/evaluation/rm/musicprefs/wav/440_0.wav,-11.168973922729492,-13.99898910522461,1
T2A,"Theremin-based instrumental with a heartbeat intro, ascending notes, and a continuous pad sound.",data/evaluation/rm/musicprefs/wav/441_0.wav,data/evaluation/rm/musicprefs/wav/441_1.wav,-16.842870712280273,-16.371395111083984,0
T2A,"A clarinet melody played loudly and harshly in a noisy, mono recording.",data/evaluation/rm/musicprefs/wav/442_1.wav,data/evaluation/rm/musicprefs/wav/442_0.wav,-15.905689239501953,-14.718114852905273,0
T2A,A serious and complex timpani solo with rolls and rhythms played on two drums.,data/evaluation/rm/musicprefs/wav/444_1.wav,data/evaluation/rm/musicprefs/wav/444_0.wav,-16.858287811279297,-18.902362823486328,1
T2A,"An upbeat instrumental with groovy bass, keyboard harmony, percussion hits, and steady drumming rhythm that's perfect for dancing.",data/evaluation/rm/musicprefs/wav/445_0.wav,data/evaluation/rm/musicprefs/wav/445_1.wav,-15.757952690124512,-14.526273727416992,0
T2A,Instrumental with medium tempo and improvised percussion playing steady rhythm and rattling sounds.,data/evaluation/rm/musicprefs/wav/448_1.wav,data/evaluation/rm/musicprefs/wav/448_0.wav,-15.71027946472168,-16.821481704711914,1
T2A,"Latin instrumental music played by a medium-sized band with saxophones, trumpets, trombones, bass guitar, drums, and electric guitar.",data/evaluation/rm/musicprefs/wav/449_1.wav,data/evaluation/rm/musicprefs/wav/449_0.wav,-13.453104019165039,-12.873573303222656,0
T2A,"Classical music piece played with virtual wind orchestra consisting of oboe, clarinet, basset horn, bassoon and contrabass in major key.",data/evaluation/rm/musicprefs/wav/450_1.wav,data/evaluation/rm/musicprefs/wav/450_0.wav,-15.661722183227539,-13.703036308288574,0
T2A,Melancholic instrumental theme from a movie soundtrack with a mellow synth tune.,data/evaluation/rm/musicprefs/wav/453_1.wav,data/evaluation/rm/musicprefs/wav/453_0.wav,-12.341665267944336,-13.67953872680664,1
T2A,"Instrumental track with acoustic guitar and double bass, featuring arpeggios and leading melodic motif, suitable for an adventure movie.",data/evaluation/rm/musicprefs/wav/454_0.wav,data/evaluation/rm/musicprefs/wav/454_1.wav,-12.574117660522461,-15.931612968444824,1
T2A,"Energetic instrumental with medium tempo, slick drumming, strong bass line, and blues guitar solo.",data/evaluation/rm/musicprefs/wav/455_1.wav,data/evaluation/rm/musicprefs/wav/455_0.wav,-15.903450965881348,-14.083236694335938,0
T2A,"Cinematic composition with percussion taking the lead, accompanied by a short melody played by strings, flutes, and oboes.",data/evaluation/rm/musicprefs/wav/456_1.wav,data/evaluation/rm/musicprefs/wav/456_0.wav,-16.37447738647461,-14.242778778076172,0
